timestamp,open,high,low,close,volume
1707436800,"45,297.38","48,152.50","45,260.82","47,147.20","39,316,770,844"
1707523200,"47,153.53","48,146.17","46,905.32","47,771.28","16,398,681,570"
1707609600,"47,768.97","48,535.94","47,617.41","48,293.92","19,315,867,136"
1707696000,"48,296.39","50,280.48","47,745.76","49,958.22","34,511,985,805"
1707782400,"49,941.36","50,358.39","48,406.50","49,742.44","35,593,051,468"
1707868800,"49,733.45","52,021.37","49,296.83","51,826.70","39,105,608,050"
1707955200,"51,836.79","52,820.07","51,371.63","51,938.55","38,564,360,533"
1708041600,"51,937.73","52,537.97","51,641.37","52,160.20","28,180,567,298"
1708128000,"52,161.68","52,191.91","50,669.67","51,663.00","20,009,091,006"
1708214400,"51,661.97","52,356.96","51,233.71","52,122.55","17,595,377,311"
1708300800,"52,134.81","52,483.32","51,711.82","51,779.14","21,362,184,346"
1708387200,"51,777.73","52,945.05","50,792.31","52,284.88","33,353,758,256"
1708473600,"52,273.54","52,368.82","50,671.76","51,839.18","28,624,907,020"
1708560000,"51,854.64","52,009.61","50,926.29","51,304.97","25,413,900,611"
1708646400,"51,283.91","51,497.93","50,561.78","50,731.95","21,427,078,270"
1708732800,"50,736.37","51,684.20","50,585.45","51,571.10","15,174,077,879"
1708819200,"51,565.21","51,950.03","51,306.17","51,733.24","15,413,239,245"
1708905600,"51,730.54","54,938.18","50,931.03","54,522.40","34,074,411,896"
1708992000,"54,519.36","57,537.84","54,484.20","57,085.37","49,756,832,031"
1709078400,"57,071.10","63,913.13","56,738.43","62,504.79","83,239,156,760"
1709164800,"62,499.18","63,585.64","60,498.73","61,198.38","65,496,611,844"
1709251200,"61,168.06","63,155.10","60,802.53","62,440.63","40,186,368,423"
1709337600,"62,431.65","62,458.70","61,657.29","62,029.85","23,888,473,685"
1709424000,"62,031.58","63,230.21","61,435.02","63,167.37","26,253,811,450"
1709510400,"63,137.00","68,537.03","62,386.52","68,330.41","70,670,471,105"
1709596800,"68,341.05","69,170.63","59,323.91","63,801.20","102,802,940,877"
1709683200,"63,776.05","67,637.93","62,848.67","66,106.80","68,750,229,073"
1709769600,"66,099.74","68,029.92","65,655.53","66,925.48","46,989,543,159"
1709856000,"66,938.09","70,083.05","66,230.45","68,300.09","59,202,881,172"
1709942400,"68,299.26","68,673.05","68,053.13","68,498.88","21,609,650,379"
1710028800,"68,500.26","70,005.20","68,239.98","69,019.79","35,683,977,532"
1710115200,"69,020.55","72,850.71","67,194.88","72,123.91","65,716,656,765"
1710201600,"72,125.13","72,825.66","68,728.85","71,481.29","62,554,434,520"
1710288000,"71,482.12","73,637.48","71,334.09","73,083.50","48,212,536,929"
1710374400,"73,079.38","73,750.07","68,563.02","71,396.59","59,594,605,698"
1710460800,"71,387.88","72,357.13","65,630.70","69,403.77","78,320,453,976"
1710547200,"69,392.48","70,046.27","64,801.39","65,315.12","46,842,198,371"
1710633600,"65,316.34","68,845.72","64,545.32","68,390.63","44,716,864,318"
1710720000,"68,371.30","68,897.13","66,594.23","67,548.59","49,261,579,492"
1710806400,"67,556.13","68,106.93","61,536.18","61,912.77","74,215,844,794"
1710892800,"61,930.16","68,115.26","60,807.79","67,913.67","66,792,634,382"
1710979200,"67,911.59","68,199.99","64,580.92","65,491.39","44,480,350,565"
1711065600,"65,489.93","66,623.75","62,355.37","63,778.76","41,401,116,964"
1711152000,"63,802.72","65,976.40","63,038.49","64,062.20","24,738,964,812"
1711238400,"64,070.75","67,622.76","63,825.85","67,234.17","27,206,630,673"
1711324800,"67,234.09","71,162.59","66,414.84","69,958.81","42,700,139,523"
1711411200,"69,931.33","71,535.74","69,335.61","69,987.84","36,010,437,368"
1711497600,"69,991.90","71,727.69","68,381.93","69,455.34","40,827,113,309"
1711584000,"69,452.77","71,546.02","68,895.51","70,744.95","34,374,900,617"
1711670400,"70,744.80","70,913.09","69,076.66","69,892.83","25,230,851,763"
1711756800,"69,893.45","70,355.49","69,601.06","69,645.30","17,130,241,883"
1711843200,"69,647.78","71,377.78","69,624.87","71,333.65","20,050,941,373"
1711929600,"71,333.48","71,342.09","68,110.70","69,702.15","34,873,527,352"
1712016000,"69,705.02","69,708.38","64,586.59","65,446.97","50,705,240,709"
1712102400,"65,446.67","66,914.32","64,559.90","65,980.81","34,488,018,367"
1712188800,"65,975.70","69,291.26","65,113.80","68,508.84","34,439,527,442"
1712275200,"68,515.76","68,725.76","66,011.48","67,837.64","33,748,230,056"
1712361600,"67,840.57","69,629.60","67,491.72","68,896.11","19,967,785,809"
1712448000,"68,897.11","70,284.43","68,851.63","69,362.55","21,204,930,369"
1712534400,"69,362.55","72,715.36","69,064.24","71,631.36","37,261,432,669"
1712620800,"71,632.50","71,742.51","68,212.92","69,139.02","36,426,900,409"
1712707200,"69,140.24","71,093.43","67,503.56","70,587.88","38,318,601,774"
1712793600,"70,575.73","71,256.23","69,571.81","70,060.61","30,153,382,941"
1712880000,"70,061.38","71,222.74","65,254.84","67,195.87","44,129,299,406"
1712966400,"67,188.38","67,931.43","60,919.11","63,821.47","52,869,738,185"
1713052800,"63,836.23","65,824.43","62,205.85","65,738.73","49,084,320,047"
1713139200,"65,739.65","66,878.65","62,332.07","63,426.21","43,595,917,654"
1713225600,"63,419.30","64,355.67","61,716.40","63,811.86","42,847,528,078"
1713312000,"63,831.85","64,486.36","59,768.59","61,276.69","41,915,247,049"
1713398400,"61,275.32","64,125.69","60,833.48","63,512.75","36,006,307,335"
1713484800,"63,510.75","65,481.60","59,651.39","63,843.57","49,920,425,401"
1713571200,"63,851.10","65,442.46","63,172.40","64,994.44","23,097,485,495"
1713657600,"64,992.82","65,723.24","64,277.72","64,926.64","20,506,644,853"
1713744000,"64,935.63","67,233.96","64,548.18","66,837.68","28,282,686,673"
1713830400,"66,839.89","67,199.24","65,864.87","66,407.27","24,310,975,583"
1713916800,"66,408.72","67,075.37","63,589.87","64,276.90","30,276,655,120"
1714003200,"64,275.02","65,275.21","62,783.63","64,481.71","32,155,786,816"
1714089600,"64,485.37","64,789.66","63,322.40","63,755.32","24,139,372,950"
1714176000,"63,750.99","63,898.36","62,424.72","63,419.14","19,530,783,039"
1714262400,"63,423.52","64,321.48","62,793.60","63,113.23","17,334,827,993"
1714348800,"63,106.36","64,174.88","61,795.46","63,841.12","26,635,912,073"
1714435200,"63,839.42","64,703.33","59,120.07","60,636.86","37,840,840,057"
1714521600,"60,609.50","60,780.50","56,555.29","58,254.01","48,439,780,271"
1714608000,"58,253.70","59,602.30","56,937.20","59,123.43","32,711,813,559"
1714694400,"59,122.30","63,320.50","58,848.31","62,889.84","33,172,023,048"
1714780800,"62,891.03","64,494.96","62,599.35","63,891.47","20,620,477,992"
1714867200,"63,892.45","64,610.89","62,955.30","64,031.13","18,296,164,805"
1714953600,"64,038.31","65,494.90","62,746.24","63,161.95","28,697,928,697"
1715040000,"63,162.76","64,390.46","62,285.98","62,334.82","25,930,730,982"
1715126400,"62,332.64","62,986.09","60,877.13","61,187.94","26,088,172,222"
1715212800,"61,191.20","63,404.91","60,648.07","63,049.96","25,453,338,161"
1715299200,"63,055.19","63,446.74","60,208.78","60,792.78","27,804,954,694"
1715385600,"60,793.36","61,451.15","60,492.63","60,793.71","13,842,272,968"
1715472000,"60,793.50","61,818.16","60,632.60","61,448.39","13,800,459,405"
1715558400,"61,451.22","63,422.66","60,769.84","62,901.45","27,889,181,179"
1715644800,"62,900.77","63,092.13","61,123.77","61,552.79","28,186,271,527"
1715731200,"61,553.99","66,454.45","61,330.41","66,267.49","39,815,167,074"
1715817600,"66,256.11","66,712.43","64,613.05","65,231.58","31,573,077,994"
1715904000,"65,231.30","67,459.46","65,119.32","67,051.88","28,031,279,310"
1715990400,"67,066.21","67,387.33","66,663.50","66,940.80","16,712,277,406"
1716076800,"66,937.93","67,694.30","65,937.18","66,278.37","19,249,094,538"
1716163200,"66,278.74","71,483.56","66,086.17","71,448.20","43,850,655,717"
1716249600,"71,443.06","71,946.46","69,191.13","70,136.53","46,932,005,990"
1716336000,"70,135.32","70,623.70","68,977.70","69,122.34","32,802,561,717"
1716422400,"69,121.30","70,041.27","66,356.95","67,929.56","41,895,680,979"
1716508800,"67,928.13","69,220.30","66,622.67","68,526.10","29,197,308,153"
1716595200,"68,526.92","69,579.32","68,515.82","69,265.95","15,473,071,741"
1716681600,"69,264.29","69,506.23","68,183.89","68,518.09","15,628,433,737"
1716768000,"68,512.18","70,597.88","68,232.50","69,394.55","25,870,990,717"
1716854400,"69,392.20","69,514.64","67,227.16","68,296.22","32,722,265,965"
1716940800,"68,296.35","68,852.46","67,101.49","67,578.09","26,707,072,906"
1717027200,"67,576.09","69,500.54","67,118.08","68,364.99","29,509,712,534"
1717113600,"68,362.52","68,999.56","66,633.42","67,491.41","27,387,283,769"
1717200000,"67,489.61","67,839.77","67,386.20","67,706.94","11,641,495,604"
1717286400,"67,710.27","68,409.16","67,315.52","67,751.60","17,110,588,415"
1717372800,"67,753.90","70,230.82","67,589.84","68,804.78","32,401,285,324"
1717459200,"68,804.57","71,047.41","68,564.64","70,567.77","33,149,696,545"
1717545600,"70,568.35","71,735.41","70,390.71","71,082.82","32,810,771,409"
1717632000,"71,082.84","71,625.73","70,119.13","70,757.16","25,223,152,007"
1717718400,"70,759.19","71,907.85","68,507.26","69,342.59","36,188,381,096"
1717804800,"69,324.18","69,533.32","69,210.74","69,305.77","14,262,185,861"
1717891200,"69,297.49","69,817.52","69,160.84","69,647.99","13,534,028,500"
1717977600,"69,644.31","70,146.07","69,232.42","69,512.28","20,597,699,541"
1718064000,"69,508.08","69,549.41","66,123.60","67,332.03","37,116,136,345"
1718150400,"67,321.38","69,977.89","66,902.45","68,241.19","34,497,940,694"
1718236800,"68,243.10","68,365.78","66,304.56","66,756.40","28,955,204,146"
1718323200,"66,747.57","67,294.65","65,056.89","66,011.09","27,403,884,779"
1718409600,"66,006.74","66,402.19","65,871.77","66,191.00","14,121,265,576"
1718496000,"66,189.36","66,894.84","66,018.25","66,639.05","13,281,140,541"
1718582400,"66,636.52","67,188.32","65,094.96","66,490.30","30,006,354,476"
1718668800,"66,490.98","66,556.70","64,066.96","65,140.75","39,481,285,950"
1718755200,"65,146.66","65,695.35","64,693.30","64,960.30","21,103,423,504"
1718841600,"64,960.30","66,438.96","64,547.85","64,828.66","25,641,109,124"
1718928000,"64,837.99","65,007.55","63,378.89","64,096.20","26,188,171,739"
1719014400,"64,113.86","64,475.47","63,929.76","64,252.58","9,858,198,793"
1719100800,"64,248.96","64,491.70","63,180.80","63,180.80","11,170,471,802"
1719187200,"63,173.35","63,292.53","58,601.70","60,277.41","43,152,133,651"
1719273600,"60,266.28","62,258.26","60,239.75","61,804.64","29,201,215,431"
1719360000,"61,789.68","62,434.14","60,695.19","60,811.28","22,506,003,064"
1719446400,"60,811.23","62,293.86","60,585.33","61,604.80","21,231,745,045"
1719532800,"61,612.80","62,126.10","59,985.40","60,320.14","24,952,866,877"
1719619200,"60,319.88","61,097.62","60,300.96","60,887.38","12,652,903,396"
1719705600,"60,888.45","62,892.83","60,632.95","62,678.29","17,333,226,409"
1719792000,"62,673.61","63,777.23","62,495.51","62,851.98","25,468,379,421"
1719878400,"62,844.41","63,203.36","61,752.75","62,029.02","20,151,616,992"
1719964800,"62,034.33","62,187.70","59,419.39","60,173.92","29,756,701,685"
1720051200,"60,147.14","60,399.68","56,777.80","56,977.70","41,149,609,230"
1720137600,"57,022.81","57,497.15","53,717.38","56,662.38","55,417,544,033"
1720224000,"56,659.07","58,472.55","56,038.96","58,303.54","20,610,320,577"
1720310400,"58,239.43","58,371.12","55,793.32","55,849.11","20,553,359,505"
1720396800,"55,849.57","58,131.34","54,321.02","56,705.10","39,766,159,899"
1720483200,"56,704.60","58,239.20","56,316.88","58,009.23","27,849,512,607"
1720569600,"58,033.88","59,359.43","57,178.41","57,742.50","26,175,260,526"
1720656000,"57,729.89","59,299.43","57,120.38","57,344.91","28,707,803,842"
1720742400,"57,341.20","58,532.55","56,590.18","57,899.46","25,604,805,221"
1720828800,"57,908.74","59,787.08","57,796.44","59,231.95","17,080,061,806"
1720915200,"59,225.25","61,329.53","59,225.25","60,787.79","22,223,416,061"
1721001600,"60,815.46","64,870.15","60,704.93","64,870.15","38,094,526,099"
1721088000,"64,784.42","65,354.34","62,487.97","65,097.15","41,617,346,768"
1721174400,"65,091.83","66,066.73","63,896.09","64,118.79","32,525,071,311"
1721260800,"64,104.74","65,104.66","63,246.16","63,974.07","27,239,305,337"
1721347200,"63,972.32","67,442.64","63,329.34","66,710.16","37,003,855,410"
1721433600,"66,709.92","67,610.73","66,299.62","67,163.65","19,029,581,250"
1721520000,"67,164.91","68,372.91","65,842.30","68,154.52","26,652,190,004"
1721606400,"68,152.98","68,480.06","66,611.30","67,585.25","42,649,109,453"
1721692800,"67,584.80","67,779.02","65,484.46","65,927.67","35,605,668,666"
1721779200,"65,927.86","67,113.98","65,147.00","65,372.13","27,470,942,309"
1721865600,"65,375.88","66,112.42","63,473.47","65,777.23","38,315,761,670"
1721952000,"65,771.81","68,207.60","65,743.77","67,912.06","30,488,630,457"
1722038400,"67,911.81","69,398.51","66,705.22","67,813.34","34,691,905,492"
1722124800,"67,808.66","68,301.85","67,085.83","68,255.87","18,043,166,945"
1722211200,"68,259.05","69,987.54","66,532.59","66,819.91","40,780,682,628"
1722297600,"66,819.05","66,987.67","65,323.19","66,201.02","31,380,492,109"
1722384000,"66,201.27","66,810.21","64,532.05","64,619.25","31,292,785,994"
1722470400,"64,625.84","65,593.24","62,248.94","65,357.50","40,975,554,494"
1722556800,"65,353.50","65,523.22","61,184.89","61,415.07","43,060,875,727"
1722643200,"61,414.81","62,148.37","59,836.53","60,680.09","31,753,030,589"
1722729600,"60,676.09","61,062.99","57,210.80","58,116.98","31,758,917,219"
1722816000,"58,110.30","58,268.83","49,121.24","53,991.46","108,991,085,584"
1722902400,"53,991.35","57,059.92","53,973.27","56,034.32","49,300,484,106"
1722988800,"56,040.63","57,726.88","54,620.51","55,027.46","41,637,562,185"
1723075200,"55,030.03","62,673.77","54,766.73","61,710.14","45,298,472,567"
1723161600,"61,728.21","61,751.86","59,587.86","60,880.11","33,425,553,115"
1723248000,"60,881.23","61,464.51","60,287.57","60,945.81","15,745,822,278"
1723334400,"60,944.89","61,778.66","58,348.82","58,719.48","22,759,754,812"
1723420800,"58,719.39","60,680.33","57,688.90","59,354.52","37,078,637,820"
1723507200,"59,356.21","61,572.40","58,506.25","60,609.57","30,327,698,167"
1723593600,"60,611.05","61,687.76","58,472.88","58,737.27","29,961,696,180"
1723680000,"58,733.26","59,838.65","56,161.59","57,560.10","35,682,112,440"
1723766400,"57,560.27","59,847.36","57,110.02","58,894.11","29,350,938,673"
1723852800,"58,893.53","59,694.67","58,814.83","59,478.97","13,589,684,021"
1723939200,"59,468.13","60,262.72","58,445.40","58,483.96","17,740,625,837"
1724025600,"58,480.71","59,612.66","57,864.71","59,493.45","25,911,207,712"
1724112000,"59,493.45","61,396.33","58,610.88","59,012.79","31,613,400,008"
1724198400,"59,014.99","61,834.35","58,823.45","61,175.19","32,731,154,072"
1724284800,"61,168.32","61,408.11","59,815.25","60,381.91","27,625,734,377"
1724371200,"60,380.95","64,947.06","60,372.05","64,094.36","42,530,509,233"
1724457600,"64,103.87","64,513.79","63,619.92","64,178.99","21,430,585,163"
1724544000,"64,176.37","64,996.42","63,833.52","64,333.54","18,827,683,555"
1724630400,"64,342.23","64,489.71","62,849.56","62,880.66","27,682,040,631"
1724716800,"62,879.71","63,210.80","58,116.75","59,504.13","39,103,882,198"
1724803200,"59,507.93","60,236.45","57,890.68","59,027.63","40,289,564,698"
1724889600,"59,027.47","61,184.08","58,786.23","59,388.18","32,224,990,582"
1724976000,"59,388.60","59,896.89","57,768.53","59,119.48","32,292,756,405"
1725062400,"59,117.48","59,432.59","58,768.79","58,969.90","12,403,470,760"
1725148800,"58,969.80","59,062.07","57,217.82","57,325.49","24,592,449,997"
1725235200,"57,326.97","59,403.07","57,136.03","59,112.48","27,036,454,524"
1725321600,"59,106.19","59,815.06","57,425.17","57,431.02","26,666,961,053"
1725408000,"57,430.35","58,511.57","55,673.16","57,971.54","35,627,680,312"
1725494400,"57,971.70","58,300.58","55,712.45","56,160.49","31,030,280,656"
1725580800,"56,160.19","56,976.11","52,598.70","53,948.75","49,361,693,566"
1725667200,"53,949.09","54,838.14","53,740.07","54,139.69","19,061,486,526"
1725753600,"54,147.93","55,300.86","53,653.76","54,841.57","18,268,287,531"
1725840000,"54,851.89","58,041.13","54,598.43","57,019.54","34,618,096,173"
1725926400,"57,020.10","58,029.98","56,419.41","57,648.71","28,857,630,507"
1726012800,"57,650.29","57,991.32","55,567.34","57,343.17","37,049,062,672"
1726099200,"57,343.17","58,534.36","57,330.10","58,127.01","33,835,707,949"
1726185600,"58,130.32","60,648.02","57,650.11","60,571.30","32,490,528,356"
1726272000,"60,569.12","60,656.72","59,517.88","60,005.12","16,428,405,496"
1726358400,"60,000.73","60,381.92","58,696.31","59,182.84","18,120,960,867"
1726444800,"59,185.23","59,205.51","57,501.34","58,192.51","32,032,822,113"
1726531200,"58,192.51","61,316.09","57,628.07","60,308.54","38,075,570,118"
1726617600,"60,309.00","61,664.07","59,218.25","61,649.68","40,990,702,891"
1726704000,"61,651.16","63,872.44","61,609.87","62,940.46","42,710,252,573"
1726790400,"62,941.43","64,119.53","62,364.61","63,192.98","35,177,164,222"
1726876800,"63,184.34","63,543.36","62,783.11","63,394.84","14,408,616,220"
1726963200,"63,396.80","63,993.42","62,440.73","63,648.71","20,183,348,802"
1727049600,"63,643.10","64,733.56","62,628.08","63,329.80","31,400,285,425"
1727136000,"63,326.84","64,695.21","62,737.42","64,301.97","29,938,335,243"
1727222400,"64,302.59","64,804.50","62,945.38","63,143.14","25,078,377,700"
1727308800,"63,138.55","65,790.80","62,669.27","65,181.02","36,873,129,847"
1727395200,"65,180.66","66,480.70","64,852.99","65,790.66","32,058,813,449"
1727481600,"65,792.18","66,255.53","65,458.04","65,887.65","15,243,637,984"
1727568000,"65,888.90","66,069.34","65,450.02","65,635.30","14,788,214,575"
1727654400,"65,634.66","65,635.05","62,873.62","63,329.50","37,112,957,475"
1727740800,"63,335.61","64,110.98","60,189.28","60,837.01","50,220,923,500"
1727827200,"60,836.32","62,357.69","59,996.95","60,632.79","40,762,722,398"
1727913600,"60,632.48","61,469.04","59,878.80","60,759.40","36,106,447,279"
1728000000,"60,754.63","62,465.99","60,459.94","62,067.48","29,585,472,513"
1728086400,"62,067.61","62,371.02","61,689.58","62,089.95","13,305,410,749"
1728172800,"62,084.99","62,959.57","61,833.15","62,818.95","14,776,233,667"
1728259200,"62,819.11","64,443.71","62,152.55","62,236.66","34,253,562,610"
1728345600,"62,221.64","63,174.30","61,843.56","62,131.97","28,134,475,157"
1728432000,"62,131.73","62,508.84","60,314.61","60,582.10","27,670,982,363"
1728518400,"60,581.93","61,236.72","58,895.21","60,274.50","30,452,813,570"
1728604800,"60,275.46","63,400.87","60,046.13","62,445.09","30,327,141,594"
1728691200,"62,444.62","63,448.79","62,443.27","63,193.02","16,744,110,886"
1728777600,"63,192.95","63,272.65","62,035.64","62,851.38","18,177,529,690"
1728864000,"62,848.40","66,482.49","62,442.15","66,046.13","43,706,958,056"
1728950400,"66,050.37","67,881.68","64,809.20","67,041.11","48,863,870,879"
1729036800,"67,042.46","68,375.29","66,758.73","67,612.72","38,195,189,534"
1729123200,"67,617.08","67,912.21","66,647.39","67,399.84","32,790,898,511"
1729209600,"67,419.11","68,969.75","67,177.82","68,418.79","36,857,165,014"
1729296000,"68,418.98","68,668.01","68,024.64","68,362.73","14,443,497,908"
1729382400,"68,364.18","69,359.01","68,105.72","69,001.70","18,975,847,518"
1729468800,"69,002.00","69,462.73","66,829.85","67,367.85","37,498,611,780"
1729555200,"67,360.70","67,801.58","66,581.37","67,361.41","31,808,472,566"
1729641600,"67,362.38","67,402.74","65,188.04","66,432.20","32,263,980,353"
1729728000,"66,653.70","68,798.96","66,454.10","68,161.05","31,414,428,647"
1729814400,"68,165.30","68,722.16","65,521.79","66,642.41","41,469,984,306"
1729900800,"66,628.73","67,317.92","66,360.59","67,014.70","19,588,098,156"
1729987200,"67,023.48","68,221.31","66,847.23","67,929.30","16,721,307,878"
1730073600,"67,922.67","70,212.27","67,535.13","69,907.76","38,799,856,657"
1730160000,"69,910.05","73,577.21","69,729.91","72,720.49","58,541,874,402"
1730246400,"72,715.37","72,905.30","71,411.73","72,339.54","40,646,637,831"
1730332800,"72,335.05","72,662.31","69,590.50","70,215.19","40,627,912,076"
1730419200,"70,216.90","71,559.02","68,779.70","69,482.47","49,989,795,365"
1730505600,"69,486.02","69,867.35","69,033.72","69,289.27","18,184,612,091"
1730592000,"69,296.38","69,361.66","67,482.52","68,741.12","34,868,307,655"
1730678400,"68,742.13","69,433.18","66,803.65","67,811.51","41,184,819,348"
1730764800,"67,811.17","70,522.79","67,458.87","69,359.56","46,046,889,204"
1730851200,"69,358.50","76,460.16","69,322.03","75,639.08","118,592,653,963"
1730937600,"75,637.09","76,943.12","74,480.42","75,904.86","63,467,654,989"
1731024000,"75,902.84","77,252.75","75,648.74","76,545.48","55,176,858,003"
1731110400,"76,556.19","76,932.77","75,773.79","76,778.87","29,009,480,361"
1731196800,"76,775.55","81,474.42","76,565.43","80,474.19","82,570,594,495"
1731283200,"80,471.41","89,604.50","80,283.25","88,701.48","117,966,845,037"
1731369600,"88,705.56","89,956.88","85,155.11","87,955.81","133,673,285,375"
1731456000,"87,929.97","93,434.35","86,256.93","90,584.16","123,559,027,869"
1731542400,"90,574.88","91,765.22","86,682.81","87,250.43","87,616,705,248"
1731628800,"87,284.18","91,868.74","87,124.90","91,066.01","78,243,109,518"
1731715200,"91,064.37","91,763.95","90,094.23","90,558.48","44,333,192,814"
1731801600,"90,558.46","91,433.04","88,741.66","89,845.85","46,350,159,305"
1731888000,"89,843.72","92,596.79","89,393.59","90,542.64","75,535,775,084"
1731974400,"90,536.81","94,002.87","90,426.98","92,343.79","74,521,048,295"
1732060800,"92,341.89","94,902.02","91,619.50","94,339.49","71,730,956,426"
1732147200,"94,334.64","99,014.22","94,132.60","98,504.73","106,024,505,582"
1732233600,"98,496.43","99,655.50","97,222.66","98,997.66","78,473,580,551"
1732320000,"99,006.74","99,014.68","97,232.89","97,777.28","44,414,644,677"
1732406400,"97,778.09","98,647.18","95,788.08","98,013.82","51,712,020,623"
1732492800,"98,033.45","98,935.03","92,642.91","93,102.30","80,909,462,490"
1732579200,"93,087.28","94,991.75","90,770.81","91,985.32","91,656,519,855"
1732665600,"91,978.14","97,361.18","91,778.66","95,962.53","71,133,452,438"
1732752000,"95,954.95","96,650.20","94,677.35","95,652.47","52,260,008,261"
1732838400,"95,653.95","98,693.17","95,407.88","97,461.52","54,968,682,476"
1732924800,"97,468.81","97,499.34","96,144.22","96,449.05","31,634,227,866"
1733011200,"96,461.34","97,888.13","95,770.19","97,279.79","36,590,695,296"
1733097600,"97,276.01","98,152.60","94,482.87","95,865.30","72,680,784,305"
1733184000,"95,854.59","96,297.20","93,629.56","96,002.16","67,067,810,961"
1733270400,"95,988.53","99,207.33","94,660.52","98,768.53","77,199,817,112"
1733356800,"98,741.54","103,900.47","91,998.78","96,593.57","149,218,945,580"
1733443200,"97,074.23","102,039.88","96,514.88","99,920.71","94,534,772,658"
1733529600,"99,916.71","100,563.38","99,030.88","99,923.34","44,177,510,897"
1733616000,"99,921.91","101,399.99","98,771.52","101,236.02","44,125,751,925"
1733702400,"101,237.06","101,272.51","94,355.91","97,432.72","110,676,473,908"
1733788800,"97,441.23","98,270.16","94,321.26","96,675.43","104,823,780,634"
1733875200,"96,656.06","101,913.36","95,747.23","101,173.03","85,391,409,936"
1733961600,"101,167.80","102,524.91","99,339.95","100,043.00","72,073,983,533"
1734048000,"100,046.65","101,888.80","99,233.28","101,459.26","56,894,751,583"
1734134400,"101,451.44","102,618.88","100,634.05","101,372.97","40,422,968,793"
1734220800,"101,373.53","105,047.54","101,227.03","104,298.70","51,145,914,137"
1734307200,"104,293.58","107,780.58","103,322.98","106,029.72","91,020,417,816"
1734393600,"106,030.69","108,268.45","105,291.73","106,140.60","68,589,364,868"
1734480000,"106,147.30","106,470.61","100,041.54","100,041.54","93,865,656,139"
1734566400,"100,070.69","102,748.15","95,587.68","97,490.95","97,221,662,392"
1734652800,"97,484.70","98,098.91","92,175.18","97,755.93","105,634,083,408"
1734739200,"97,756.20","99,507.10","96,426.52","97,224.73","51,765,334,294"
1734825600,"97,218.32","97,360.27","94,202.19","95,104.94","43,147,981,314"
1734912000,"95,099.39","96,416.21","92,403.13","94,686.24","65,239,002,919"
